City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Amarante Do Maranhao,BR,-5.5667,-46.7422,68.74,98,93,2.62,overcast clouds
472,Qaqortoq,GL,60.7167,-46.0333,-5.19,67,1,6.26,clear sky
473,Point Pleasant,US,40.0832,-74.0682,50.52,86,100,1.99,overcast clouds
474,Ponta Delgada,PT,37.7333,-25.6667,57.92,88,75,17.27,broken clouds
475,Dunedin,NZ,-45.8742,170.5036,59.81,95,44,10.65,scattered clouds
476,Saint-Pierre,RE,-21.3393,55.4781,85.68,54,100,9.22,light rain
477,Wajima,JP,37.4,136.9,40.39,62,96,17.34,overcast clouds
478,Arawa,PG,-6.2132,155.5367,80.94,85,82,4.92,light rain
479,Brookhaven,US,31.5791,-90.4407,69.24,88,100,14.09,overcast clouds
480,Sretensk,RU,52.2453,117.7093,-6.7,91,90,2.06,overcast clouds
481,Road Town,VG,18.4167,-64.6167,77.85,72,3,18.88,clear sky
482,Mujiayingzi,CN,42.1167,118.7833,24.21,34,15,3.13,few clouds
483,Kompaniyivka,UA,48.2511,32.208,42.55,84,27,10.47,scattered clouds
484,Chimoio,MZ,-19.1164,33.4833,77.2,70,12,1.32,light rain
485,Dubreka,GN,9.7911,-13.5233,68.36,80,97,3.78,overcast clouds
486,Lusambo,CD,-4.9667,23.45,78.13,66,100,2.42,overcast clouds
487,Padang,ID,-0.9492,100.3543,82.45,79,100,4.21,light rain
488,Oyem,GA,1.5995,11.5793,71.94,85,88,2.82,light rain
489,Naze,JP,28.3667,129.4833,54.59,82,100,16.91,light rain
490,Bella Vista,US,36.4295,-94.2316,65.28,96,100,10.36,overcast clouds
491,Las Palmas,ES,28.4204,-14.0131,63.39,77,20,9.22,few clouds
492,Hovd,MN,48.0056,91.6419,1.45,89,100,3.56,overcast clouds
493,Chicama,PE,-7.8447,-79.1469,67.91,82,100,3.11,overcast clouds
494,Yantikovo,RU,55.8216,47.9104,29.12,93,99,12.95,overcast clouds
495,Tripoli,LY,32.8752,13.1875,59.18,69,0,7.56,clear sky
496,Diego De Almagro,CL,-26.3667,-70.05,58.87,66,0,1.3,clear sky
497,Kegums,LV,56.7451,24.7244,40.5,89,100,15.3,overcast clouds
498,Mandla,IN,22.6,80.3833,75.76,34,3,4.12,clear sky
499,Mayo,US,38.8876,-76.5119,55.78,88,75,5.75,broken clouds
500,Siwan,IN,26.2167,84.3667,69.98,36,0,2.71,clear sky
501,Kerouane,GN,9.2667,-9.0167,61.48,23,1,2.75,clear sky
502,Goderich,CA,43.7501,-81.7165,33.91,85,100,7.49,overcast clouds
503,Fairmont,US,39.4851,-80.1426,57.38,95,100,3.56,overcast clouds
504,Bilibino,RU,68.0546,166.4372,-43.29,100,53,1.72,broken clouds
505,Beaverlodge,CA,55.2166,-119.4361,8.38,92,87,4.38,overcast clouds
506,Hasaki,JP,35.7333,140.8333,50.4,27,0,10.18,clear sky
507,Yar-Sale,RU,66.8333,70.8333,1.98,96,100,18.54,light snow
508,Port Said,EG,31.2565,32.2841,63.84,67,42,11.18,scattered clouds
509,Issoire,FR,45.55,3.25,40.26,90,100,0.94,overcast clouds
510,Labytnangi,RU,66.6572,66.4183,-2.7,96,100,22.06,light snow
511,Kailua,US,21.4022,-157.7394,74.89,88,79,1.01,broken clouds
512,Muros,ES,42.7762,-9.0603,48.09,96,100,9.8,overcast clouds
513,Bwanga,TZ,-3.0308,31.7601,74.05,53,8,9.31,clear sky
514,Safaga,EG,26.7292,33.9365,66.9,41,2,4.09,clear sky
515,Aguimes,ES,27.9054,-15.4461,64.65,72,20,9.22,few clouds
516,Sorland,NO,67.667,12.6934,35.46,60,100,20.51,overcast clouds
517,Ixtapa,MX,20.7,-105.2,68.23,88,2,3.15,clear sky
518,Miguel Pereira,BR,-22.4539,-43.4689,65.14,91,18,9.33,few clouds
519,Aitape,PG,-3.1374,142.3475,83.71,71,85,4.25,overcast clouds
520,Awjilah,LY,29.1081,21.2869,54.57,77,1,9.37,clear sky
521,Wickliffe,US,41.6053,-81.4535,51.17,96,100,4.61,mist
522,Meulaboh,ID,4.1363,96.1285,82.96,70,100,6.33,overcast clouds
523,Wuwei,CN,37.9281,102.6414,31.39,22,0,4.09,clear sky
524,Neiafu,TO,-18.65,-173.9833,81.48,76,45,4.0,light rain
525,Romitan,UZ,39.9343,64.3814,40.95,70,40,18.41,scattered clouds
526,Miraflores,MX,19.2167,-98.8083,57.87,72,100,3.22,overcast clouds
527,Laem Sing,TH,12.4816,102.0738,93.96,100,11,2.57,few clouds
528,Sosua,DO,19.7667,-70.5167,66.18,83,94,9.15,light rain
529,Gibara,CU,21.1097,-76.1317,75.51,82,5,13.56,clear sky
530,Syamzha,RU,60.0158,41.0614,2.62,100,100,1.54,overcast clouds
531,Sao Filipe,CV,14.8961,-24.4956,75.38,60,81,11.34,broken clouds
532,Raudeberg,NO,61.9875,5.1352,30.96,55,93,6.58,overcast clouds
533,Yeniseysk,RU,58.4497,92.1703,11.77,96,100,3.67,overcast clouds
534,Lukulu,ZM,-14.3707,23.242,64.94,95,100,4.43,overcast clouds
535,Saint George,US,37.1041,-113.5841,40.95,82,100,5.01,overcast clouds
536,Sao Caetano De Odivelas,BR,-0.75,-48.02,74.03,95,15,4.45,few clouds
537,Gandu,BR,-13.7439,-39.4867,68.32,100,76,1.83,broken clouds
538,Masallatah,LY,32.6167,14.0,55.35,68,0,4.5,clear sky
539,Puerto Escondido,MX,15.85,-97.0667,76.01,74,32,3.62,scattered clouds
540,Jawhar,SO,2.7809,45.5005,85.42,41,75,19.73,broken clouds
541,Matagami,CA,49.7502,-77.6328,17.02,96,100,5.01,overcast clouds
542,The Valley,AI,18.217,-63.0578,76.1,74,3,15.52,clear sky
543,Kansanshi,ZM,-12.0951,26.4273,60.6,97,100,2.13,overcast clouds
544,Avera,US,33.194,-82.5271,56.71,88,10,6.49,clear sky
545,Corinto,GR,37.9407,22.9573,49.89,57,0,3.47,clear sky
546,Helong,CN,42.5397,128.9972,15.89,59,0,7.38,clear sky
547,Langenburg,DE,49.2544,9.8458,40.95,93,75,3.44,broken clouds
548,Gat,IL,31.61,34.7642,61.79,100,1,7.9,clear sky
549,Rosarito,MX,32.3333,-117.0333,56.35,76,100,5.01,overcast clouds
550,Itaueira,BR,-7.6033,-43.0256,71.65,82,100,3.2,overcast clouds
551,Nome,US,64.5011,-165.4064,15.87,79,100,9.22,overcast clouds
552,Bayangol,RU,50.6977,103.4656,6.75,71,47,1.97,scattered clouds
553,Saint-Augustin,CA,51.226,-58.6502,16.2,88,48,9.86,scattered clouds
554,Bud,US,39.447,-86.1758,60.06,98,100,4.56,moderate rain
555,Kawalu,ID,-7.3817,108.2082,82.58,68,95,2.95,overcast clouds
556,Nabire,ID,-3.3667,135.4833,86.22,68,86,4.97,overcast clouds
557,Lahat,ID,-3.8,103.5333,78.35,83,100,4.29,overcast clouds
558,Gornopravdinsk,RU,60.05,69.9,14.97,92,100,10.13,overcast clouds
559,Inhambane,MZ,-23.865,35.3833,82.15,63,19,7.36,light rain
560,Binga,ZW,-17.6203,27.3414,70.88,86,99,1.45,light rain
561,Maneromango,TZ,-7.1988,38.7848,82.51,57,100,7.56,overcast clouds
562,Adrar,MR,20.5022,-10.0711,59.94,17,0,9.93,clear sky
563,Dzhebariki-Khaya,RU,62.2167,135.8,-51.41,100,48,0.74,scattered clouds
564,Giyani,ZA,-23.3025,30.7187,82.17,51,12,2.13,few clouds
565,Skjervoy,NO,70.0311,20.9714,24.8,74,100,19.01,light snow
566,Dali,CN,25.7,100.1833,59.43,37,6,7.31,clear sky
567,Waspan,NI,14.7419,-83.9717,70.21,98,8,1.07,clear sky
568,Nizhniy Kuranakh,RU,58.8353,125.4869,-4.02,91,100,4.85,overcast clouds
569,Nguruka,TZ,-5.1092,31.0419,72.68,62,100,4.72,overcast clouds
570,Budaors,HU,47.4618,18.9585,44.29,96,29,3.0,scattered clouds
571,Dudinka,RU,69.4058,86.1778,-25.38,97,98,6.93,overcast clouds
572,Batticaloa,LK,7.7102,81.6924,80.64,62,3,12.82,clear sky
573,Genhe,CN,50.7833,121.5167,-2.02,94,19,3.38,few clouds
574,Havre-Saint-Pierre,CA,50.2334,-63.5986,13.87,79,48,5.21,scattered clouds
575,Thai Binh,VN,20.45,106.3333,64.35,58,100,3.47,overcast clouds
576,Pitea,SE,65.3172,21.4794,-2.11,98,55,6.13,broken clouds
577,Lorengau,PG,-2.0226,147.2712,83.61,73,20,13.58,few clouds
578,Maun,BW,-19.9833,23.4167,75.02,66,71,7.09,broken clouds
579,Turinskaya Sloboda,RU,57.6232,64.3858,23.5,96,100,4.85,light snow
580,Hohhot,CN,40.8106,111.6522,22.89,42,49,2.53,scattered clouds
581,Kedrovyy,RU,56.1667,91.8167,9.01,90,16,4.16,few clouds
582,Kysyl-Syr,RU,63.8986,122.7617,-12.96,99,100,3.74,overcast clouds
583,Mamou,GN,10.5,-12.0,61.47,25,0,3.0,clear sky
584,Demyansk,RU,57.643,32.466,32.04,95,100,12.06,light snow
585,Kangaatsiaq,GL,68.3065,-53.4641,-11.27,88,27,12.5,scattered clouds
586,Novyy Urgal,RU,51.0736,132.5642,-24.81,96,12,0.43,few clouds
587,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.4,88,4,11.43,clear sky
588,Sengiley,RU,53.9622,48.7944,28.47,90,100,12.46,overcast clouds
589,Cedar City,US,37.6775,-113.0619,25.77,86,75,9.22,broken clouds
590,Mabaruma,GY,8.2,-59.7833,71.46,99,100,2.59,light rain
591,Saint Anthony,US,45.0205,-93.218,26.65,90,100,8.05,mist
592,Muli,MV,2.9167,73.5667,79.93,76,26,15.03,scattered clouds
593,Bubaque,GW,11.2833,-15.8333,78.21,69,100,5.46,overcast clouds
594,Kuytun,RU,54.3419,101.5036,3.33,96,81,5.35,broken clouds
595,Chifeng,CN,42.2683,118.9636,24.91,32,9,2.24,clear sky
596,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,86,100,11.01,overcast clouds
597,Panguipulli,CL,-39.6333,-72.3333,50.99,89,92,0.76,overcast clouds
598,Crossville,US,35.949,-85.0269,65.03,94,100,14.0,overcast clouds
599,Porto Novo,BJ,6.4965,2.6036,73.47,53,85,3.42,overcast clouds
600,Masvingo,ZW,-20.0637,30.8277,77.27,50,3,5.68,clear sky
601,Elbrus,RU,43.2577,42.6443,41.4,72,7,1.45,clear sky
602,Davila,PH,18.4726,120.5763,87.78,79,34,25.86,scattered clouds
603,Kribi,CM,2.95,9.9167,80.06,79,100,1.39,overcast clouds
604,Taunggyi,MM,20.7833,97.0333,72.28,32,3,4.54,clear sky
605,Wanning,CN,18.8003,110.3967,64.33,84,100,13.94,overcast clouds
606,Bratsk,RU,56.1325,101.6142,-1.71,97,93,5.41,overcast clouds
607,Luau,AO,-10.7073,22.2247,64.15,98,100,3.47,light rain
608,Touros,BR,-5.1989,-35.4608,76.12,87,100,9.19,overcast clouds
609,Taloqan,AF,36.7361,69.5345,44.37,23,0,3.36,clear sky
610,Namatanai,PG,-3.6667,152.4333,82.38,78,28,7.56,light rain
611,Kano,NG,12.0001,8.5167,59.72,33,7,11.39,clear sky
612,Zheleznodorozhnyy,RU,55.7503,38.0042,29.35,97,100,8.08,light snow
613,Uralets,RU,57.6614,59.6497,4.95,95,100,3.2,overcast clouds
614,Shubarshi,KZ,48.5872,57.1869,27.23,87,83,20.76,broken clouds
615,Mulchen,CL,-37.7167,-72.2333,50.13,83,0,6.46,clear sky
616,Bloemhof,ZA,-27.6469,25.607,78.03,38,0,6.13,clear sky
617,Solnechnyy,RU,50.7214,136.6319,-13.95,97,28,2.39,scattered clouds
618,Hami,CN,42.8,93.45,25.34,39,100,1.23,overcast clouds
619,Kondoa,TZ,-4.9,35.7833,72.41,57,15,10.83,few clouds
620,Sarangani,PH,5.4033,125.4636,81.18,79,100,17.43,overcast clouds
621,Havelock,US,34.8791,-76.9013,56.93,95,0,8.05,mist
622,Sergeyevka,KZ,53.88,67.4158,32.11,93,100,14.56,overcast clouds
623,Eyl,SO,7.9803,49.8164,81.3,56,32,23.62,scattered clouds
624,Badarpur,IN,24.9,92.6,77.97,38,0,3.36,clear sky
625,Mossendjo,CG,-2.9506,12.7261,72.86,91,85,0.11,overcast clouds
626,Alta Floresta,BR,-9.8756,-56.0861,68.83,99,100,2.71,overcast clouds
627,Mikhaylovka,RU,50.06,43.2379,35.78,79,100,6.69,light rain
628,Novouzensk,RU,50.4592,48.1431,32.27,64,54,12.75,broken clouds
629,College,US,64.8569,-147.8028,5.07,80,40,0.0,scattered clouds
630,Mango,US,27.9797,-82.3065,68.9,89,0,0.0,clear sky
631,Quatre Cocos,MU,-20.2078,57.7625,85.08,61,85,9.42,overcast clouds
632,Nenjiang,CN,49.1833,125.2167,3.13,89,4,3.8,clear sky
633,Mao,ES,39.8885,4.2658,50.56,100,100,5.75,fog
634,Turtas,RU,58.9417,69.1325,18.12,91,100,10.63,overcast clouds
635,Ouro Fino,BR,-22.2831,-46.3692,61.75,97,100,4.94,overcast clouds
636,Raga,SS,8.4596,25.678,75.42,24,92,9.1,overcast clouds
637,Saint-Georges,GD,12.0564,-61.7485,75.74,82,9,13.89,clear sky
638,Teruel,ES,40.6667,-0.6667,35.58,95,87,1.95,overcast clouds
639,Iskateley,RU,67.6803,53.1512,-2.25,97,98,7.58,overcast clouds
640,Cabatuan,PH,10.8794,122.486,74.98,94,100,13.49,overcast clouds
641,Veraval,IN,20.9,70.3667,78.58,32,69,8.68,broken clouds
642,Aklavik,CA,68.2191,-135.0107,-5.35,99,96,6.17,overcast clouds
643,Aykhal,RU,66.0,111.5,-10.91,93,100,5.99,overcast clouds
644,Ust-Tsilma,RU,65.441,52.1498,-1.82,99,100,2.8,light snow
645,Chico,US,39.7285,-121.8375,42.69,94,100,4.61,overcast clouds
646,Rizhao,CN,35.4275,119.4553,43.23,41,0,3.65,clear sky
647,Thaba-Tseka,LS,-29.522,28.6084,64.36,50,100,4.34,overcast clouds
648,Alice Springs,AU,-23.7,133.8833,94.55,31,96,18.41,overcast clouds
649,Zhanakorgan,KZ,43.9098,67.2495,35.37,98,100,29.93,overcast clouds
650,Takoradi,GH,4.8845,-1.7554,75.81,87,20,4.56,few clouds
651,Sant Feliu De Guixols,ES,41.7833,3.0333,48.92,11,99,5.46,light rain
652,Dire Dawa,ET,9.5931,41.8661,70.52,51,7,4.72,clear sky
653,Termoli,IT,41.9888,14.9895,53.78,79,6,4.27,clear sky
654,Port Blair,IN,11.6667,92.75,84.24,65,75,10.36,broken clouds
655,Marawi,PH,7.9986,124.2928,73.09,91,100,2.75,overcast clouds
656,Iguape,BR,-24.7081,-47.5553,71.35,95,99,5.23,overcast clouds
657,Dakar,SN,14.6937,-17.4441,72.48,52,95,14.7,overcast clouds
658,Madras,IN,13.0878,80.2785,85.98,66,40,12.66,haze
659,Thinadhoo,MV,0.5333,72.9333,80.24,74,22,9.93,few clouds
660,Camapua,BR,-19.5314,-54.0439,70.88,97,100,8.7,overcast clouds
661,Mosetse,BW,-20.75,26.65,75.79,62,40,7.16,scattered clouds
662,Rancho Palos Verdes,US,33.7445,-118.387,54.25,90,100,4.0,light rain
663,Loiza,PR,18.4313,-65.8802,75.2,84,40,0.0,scattered clouds
664,Myaundzha,RU,63.0494,147.1858,-29.29,94,100,3.51,overcast clouds
665,Qasigiannguit,GL,68.8193,-51.1922,-5.55,69,18,7.47,few clouds
666,Charters Towers,AU,-20.1,146.2667,87.69,44,18,16.55,few clouds
667,Haines Junction,CA,60.7522,-137.5108,16.86,100,100,2.66,overcast clouds
668,Talnakh,RU,69.4865,88.3972,-25.8,97,98,6.35,overcast clouds
669,Port-Gentil,GA,-0.7193,8.7815,76.96,100,75,0.0,thunderstorm
670,Falam,MM,22.9167,93.6833,68.4,30,0,3.24,clear sky
671,Oriximina,BR,-1.7656,-55.8661,72.81,94,100,2.95,overcast clouds
672,Zaysan,KZ,47.4667,84.8667,23.4,92,99,4.0,overcast clouds
673,Safranbolu,TR,41.2508,32.6942,43.36,43,0,2.06,clear sky
674,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,70.27,99,100,2.06,overcast clouds
675,North Vanlaiphai,IN,23.1333,93.0667,68.99,22,0,3.2,clear sky
676,Los Aquijes,PE,-14.0967,-75.6908,71.37,75,100,1.92,overcast clouds
677,Kudymkar,RU,59.0173,54.656,17.96,93,100,9.98,overcast clouds
678,Harper,LR,4.375,-7.7169,75.16,85,20,2.51,few clouds
679,Nara,JP,34.6851,135.8049,48.9,69,96,9.4,overcast clouds
680,Caluquembe,AO,-13.7833,14.6833,57.63,93,100,3.22,light rain
681,Port Moresby,PG,-9.4431,147.1797,84.99,68,24,7.45,few clouds
682,Vao,NC,-22.6667,167.4833,76.15,73,3,12.21,clear sky
683,Itupiranga,BR,-5.1347,-49.3267,71.11,98,79,2.53,broken clouds
684,Kampot,KH,10.6167,104.1833,89.65,55,100,14.65,overcast clouds
685,Stokmarknes,NO,68.5646,14.9108,35.56,69,40,5.75,light snow
686,Iberia,US,29.9502,-91.7507,73.47,83,75,21.85,broken clouds
687,Debre Tabor,ET,11.85,38.0167,60.39,47,24,4.14,few clouds
688,Adeje,ES,28.1227,-16.726,66.02,78,20,5.75,few clouds
689,Visnes,NO,59.3556,5.2242,40.21,93,75,10.36,broken clouds
690,Blagoyevo,RU,63.3667,47.9167,-7.13,99,94,4.45,overcast clouds
691,Anloga,GH,5.7947,0.8973,77.43,69,32,5.55,scattered clouds
692,Novopokrovka,UA,49.8425,36.5477,42.28,89,30,9.53,scattered clouds
693,San Francisco,US,37.7749,-122.4194,49.15,90,100,11.5,overcast clouds
694,Ardakan,IR,32.31,54.0175,47.68,30,0,1.95,clear sky
695,Leeton,AU,-34.5667,146.4,95.9,27,3,16.2,clear sky
696,Pafos,CY,34.7667,32.4167,53.38,37,20,8.05,few clouds
697,Hailar,CN,49.2,119.7,-9.47,93,6,3.69,clear sky
698,Cooma,AU,-36.2333,149.1333,65.75,83,83,10.2,light rain
699,Rundu,NA,-17.9333,19.7667,72.59,65,97,9.53,overcast clouds
700,Great Falls,US,47.5002,-111.3008,29.68,85,0,12.66,clear sky
701,Urumqi,CN,43.801,87.6005,9.55,79,10,4.47,mist
702,Ikongo,MG,-21.8833,47.4333,80.85,59,100,4.36,overcast clouds
703,Cuamba,MZ,-14.8031,36.5372,74.21,87,97,2.64,moderate rain
704,Bosilegrad,RS,42.5011,22.4724,48.18,57,100,2.86,overcast clouds
705,Darnah,LY,32.767,22.6367,59.49,67,0,6.42,clear sky
706,Porto Murtinho,BR,-21.6989,-57.8825,73.51,96,97,2.35,overcast clouds
